product_id,product_name,category,subcategory,brand,price,rating,review_count,description,material,color,weight_grams,manufacturing_location,recycled_material_percentage,organic_material_percentage,eco_certification,carbon_footprint_kg,water_usage_liters,recyclability_score,repairability_score,product_lifetime_years,packaging_type,source,created_at,image_path,sustainability_score_rule,sustainability_score_ml,sustainability_score,score_explanation
HM0465655019,Ginger Thong Maple Low 3p,Underwear,Underwear bottom,H&M,,,0,"Thong briefs in cotton jersey and lace with a low waist, lined gusset, wide sides and string back.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0469039019,Henrik ballerina,Shoes,Ballerinas,H&M,,,0,,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0469137001,Juan lace strap top,Garment Upper body,Top,H&M,,,0,"Top in softly draping, ribbed jersey with a sheen. Narrow shoulder straps, a V-neck at the front and a lace trim at the top.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0469658009,Spice Girl 3pk hipster,Underwear,Underwear bottom,H&M,,,0,"Hipster briefs in microfibre with lace trims, a low waist, lined gusset, wide sides and cutaway coverage at the back.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0470789001,OP Brazilian 2p Low (Acacia),Underwear,Underwear bottom,H&M,,,0,"Microfibre Brazilian briefs with laser-cut edges, a low waist, lined gusset, wide sides and half-string back.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0470789019,OP Brazilian 2p Low (Acacia),Underwear,Underwear bottom,H&M,,,0,"Microfibre Brazilian briefs with laser-cut edges, a low waist, lined gusset, wide sides and half-string back.",,Light Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0470985003,Vaughan sneaker,Shoes,Sneakers,H&M,,,0,Trainers in cotton canvas with lacing at the front and a loop at the back. Cotton linings and insoles and thermoplastic rubber (TPR) soles.,,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0473954008,OP Cheeky hipster 2p,Unknown,Unknown,H&M,,,0,"Microfibre hipster briefs with a low waist, lined gusset, wide sides and cutaway coverage at the back.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0479167001,Stevie strapless superpush,Underwear,Bra,H&M,,,0,"Bra in soft microfibre with underwired, moulded, thickly padded cups to maximise the bust and create a fuller cleavage. Detachable, adjustable shoulder straps and a silicone trim at the back to hold the bra in place. Wide hook-and-eye fastening at the back.",,Light Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0484205004,Jacket Core,Garment Upper body,Jacket,H&M,,,0,"Jacket in washed denim with worn details and buttons down the front. Flap chest pockets with a button, side pockets, buttons at the cuffs and an adjustable tab at the sides of the hem. The cotton content of the jacket is partly recycled.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0484398001,SUPREME tights,Garment Lower body,Leggings/Tights,H&M,,,0,Sports tights in fast-drying functional fabric with wide ribbing to hold in and shape the waist. Concealed mesh key pocket in the waistband.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0486639003,Jackie brief 2pk HR LS,Underwear,Underwear bottom,H&M,,,0,"Shaping briefs in microfibre with a lined gusset, high waist with a laser-cut edge, and wide lace trims at the hems. Light shaping effect on the waist, hips and bum.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0487722001,Charlotte Body Push Melbourne,Underwear,Underwear body,H&M,,,0,"Lace push-up body with underwired, moulded, padded cups for a larger bust and fuller cleavage, and a string at the back. Narrow, adjustable shoulder straps, an opening with a hook-and-eye fastening at the back and a lined gusset with concealed press-studs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0487827009,Skinny H.W,Garment Lower body,Trousers,H&M,,,0,"5-pocket, high-waisted jeans in washed stretch denim with worn details, a zip fly and button and skinny legs.",,Blue,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0490176001,Daiquiri Pull- On TRS,Garment Lower body,Trousers,H&M,,,0,Trousers in a viscose weave with an elasticated drawstring waist in a relaxed fit with a slightly lower crotch. Pockets in the side seams and tapered legs with elasticated hems.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0490176002,Daiquiri Pull- On TRS,Garment Lower body,Trousers,H&M,,,0,Trousers in a viscose weave with an elasticated drawstring waist in a relaxed fit with a slightly lower crotch. Pockets in the side seams and tapered legs with elasticated hems.,,Greenish Khaki,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0490176004,Daiquiri Pull- On TRS,Garment Lower body,Trousers,H&M,,,0,Trousers in a viscose weave with an elasticated drawstring waist in a relaxed fit with a slightly lower crotch. Pockets in the side seams and tapered legs with elasticated hems.,,Light Pink,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0492897001,Alba Push-Up Biker HW FS,Underwear,Underwear bottom,H&M,,,0,"Bikers in jersey with a firm shaping effect on the tummy and thighs and a push-up effect on the bum. High waist and a lined gusset. The bikers are designed with the minimum number of seams for a seamless, comfortable feel against the skin.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0492897002,Alba Push-Up Biker HW FS,Underwear,Underwear bottom,H&M,,,0,"Bikers in jersey with a firm shaping effect on the tummy and thighs and a push-up effect on the bum. High waist and a lined gusset. The bikers are designed with the minimum number of seams for a seamless, comfortable feel against the skin.",,Light Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0496762004,Summer strap dress,Garment Full body,Dress,H&M,,,0,"Short dress in soft jersey with a V-neck, narrow, adjustable shoulder straps, seam at the waist and flared skirt.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0501616007,FRAME Easy Iron,Garment Upper body,Shirt,H&M,,,0,"Long-sleeved shirt in a cotton blend with an easy-iron finish. Turn-down collar, classic front, narrow cuffs with adjustable buttoning, darts at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette.",,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0501616009,FRAME Easy Iron,Garment Upper body,Shirt,H&M,,,0,"Long-sleeved shirt in a cotton blend with an easy-iron finish. Turn-down collar, classic front, narrow cuffs with adjustable buttoning, darts at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0501820001,SIRPA,Garment Upper body,Sweater,H&M,,,0,"Jumper in a soft knit with a slightly wider neckline and long sleeves. Ribbing around the neckline, cuffs and hem.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0501820003,SIRPA,Garment Upper body,Sweater,H&M,,,0,"Jumper in a soft knit with a slightly wider neckline and long sleeves. Ribbing around the neckline, cuffs and hem.",,Dark Red,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0501820004,SIRPA,Garment Upper body,Sweater,H&M,,,0,"Jumper in a soft knit with a slightly wider neckline and long sleeves. Ribbing around the neckline, cuffs and hem.",,Yellow,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0502224001,Duffy,Shoes,Boots,H&M,,,0,"Warm-lined Chelsea boots with elastic gores in the sides and a loop at the back. Faux fur linings, imitation leather insoles and chunky thermoplastic rubber (TPR) soles. Heel 3.5 cm.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0502522001,Marc dress,Garment Full body,Dress,H&M,,,0,Short dress in cotton jersey with long sleeves.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0504154027,Lady Di,Garment Upper body,Sweater,H&M,,,0,"Wide, long-sleeved jumper in a soft, rib knit containing some wool.",,Off White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0504154033,Lady Di,Garment Upper body,Sweater,H&M,,,0,"Wide, long-sleeved jumper in a soft, rib knit containing some wool.",,Greenish Khaki,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0504155001,Kirsten,Garment Upper body,Sweater,H&M,,,0,"Jumper in a cable-knit cotton blend with ribbing around the neckline, cuffs and hem.",,Light Grey,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0505882002,Kelly Strapless (Sofia) 2pk,Unknown,Unknown,H&M,,,0,"Strapless balconette bras in a soft cotton blend with lace details and underwired, padded cups that lift and shape. Silicone trim at the hem and a fastening at the back with three pairs of hooks and eyes.",,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0506098007,Liza Push Melbourne 2pk,Underwear,Bra,H&M,,,0,"Push-up bras in microfibre with mesh details. Underwired, padded cups for a larger bust and fuller cleavage, adjustable shoulder straps and a hook-and-eye fastening at the back.",,Light Beige,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0507883009,Ellen Thong (Malva) L 3pk,Underwear,Underwear bottom,H&M,,,0,,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0507883014,Ellen Thong (Malva) L 3pk,Underwear,Underwear bottom,H&M,,,0,,,Dark Grey,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0507909001,Rebecca or Delphine shirt,Garment Upper body,Shirt,H&M,,,0,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs.",,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0507909003,Rebecca or Delphine shirt,Garment Upper body,Shirt,H&M,,,0,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0507910001,Isabella,Garment Upper body,Shirt,H&M,,,0,"Fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem.",,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0507910004,Isabella,Garment Upper body,Shirt,H&M,,,0,"Fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0509091026,Lola Brazilian (Acacia) 3pk,Underwear,Underwear bottom,H&M,,,0,"Brazilian briefs in microfibre and lace with a low waist, lined gusset and half-string back.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0510465001,Moa 2-pack,Garment Upper body,Vest top,H&M,,,0,Vest tops in organic cotton jersey with a rounded hem.,,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0512251003,Sonja sweater dress,Garment Full body,Dress,H&M,,,0,"Short dress in lightweight sweatshirt fabric with dropped shoulders, 3/4-length sleeves with sewn-in turn-ups and short slits in the sides.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0512251004,Sonja sweater dress,Garment Full body,Dress,H&M,,,0,"Short dress in lightweight sweatshirt fabric with dropped shoulders, 3/4-length sleeves with sewn-in turn-ups and short slits in the sides.",,Light Orange,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0513373008,Hepburn top,Garment Upper body,Vest top,H&M,,,0,"Satin top with a V-neck, lace trim at the top and narrow, adjustable shoulder straps.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0516000001,Agnes LS R-neck,Garment Upper body,T-shirt,H&M,,,0,Fitted top in stretch jersey with a round neck and long sleeves.,,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0516000087,ESSENTIAL AGNES,Garment Upper body,T-shirt,H&M,,,0,Fitted top in stretch jersey with a round neck and long sleeves.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0516712001,Jess oversize LS,Garment Upper body,Top,H&M,,,0,Oversized top in soft jersey made from a cotton blend with dropped shoulders and long sleeves.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0516859002,James basic hip belt (1),Accessories,Belt,H&M,,,0,Belt in embossed imitation leather with a metal buckle. Width 3 cm.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0516859007,James basic hip belt (1),Accessories,Belt,H&M,,,0,Belt in embossed imitation leather with a metal buckle. Width 3 cm.,,Yellowish Brown,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0516859008,James basic hip belt,Accessories,Belt,H&M,,,0,Belt in embossed imitation leather with a metal buckle. Width 3 cm.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0516903005,Sally Structure TVP,Garment Upper body,Sweater,H&M,,,0,"Jumper in a textured cotton-blend knit with dropped shoulders and ribbing around the neckline, cuffs and hem.",,Yellow,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0519583008,Skinny R.W Chic,Garment Lower body,Trousers,H&M,,,0,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button at the waist, and skinny legs.",,Dark Blue,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0519583013,Skinny R.W Chic,Garment Lower body,Trousers,H&M,,,0,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button at the waist, and skinny legs.",,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0519583028,Skinny R.W Chic,Garment Lower body,Trousers,H&M,,,0,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button at the waist, and skinny legs.",,Blue,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0519583033,Skinny R.W Chic,Garment Lower body,Trousers,H&M,,,0,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button at the waist, and skinny legs.",,Dark Blue,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0519583045,Skinny R.W Chic,Garment Lower body,Trousers,H&M,,,0,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button at the waist, and skinny legs.",,Light Grey,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0519930001,Adhesive Nipple Covers 1pk,Underwear,Nipple covers,H&M,,,0,"Soft, reusable, self-adhesive nipple covers in silicone. Diameter approx. 6 cm.",,Light Orange,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0523488001,10p Large terry,Accessories,Hair ties,H&M,,,0,Sturdy hair elastics without metal clips. Diameter 5.5 cm.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0523489001,10p Jersey Terry,Accessories,Hair string,H&M,,,0,Jersey hair elastics without metal clips.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0523490001,5p Plastic Terry,Accessories,Hair ties,H&M,,,0,Coiled plastic hair elastics.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0523490002,5p Plastic Terry,Accessories,Hair ties,H&M,,,0,Coiled plastic hair elastics.,,Yellowish Brown,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0523490003,5p Plastic Terry,Accessories,Hair ties,H&M,,,0,Coiled plastic hair elastics.,,Transparent,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0524061003,s,Garment Lower body,Skirt,H&M,,,0,Short 5-pocket skirt in washed stretch denim with a zip fly and button.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0524529001,Olga Tank TVP,Garment Upper body,Vest top,H&M,,,0,"Short top in a soft rib knit in a narrow cut at the top with short, narrow shoulder straps.",,Greenish Khaki,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0524529004,Olga Tank TVP,Garment Upper body,Vest top,H&M,,,0,"Short top in a soft rib knit in a narrow cut at the top with short, narrow shoulder straps.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0524529010,Olga Tank TVP,Garment Upper body,Vest top,H&M,,,0,"Short top in a soft rib knit in a narrow cut at the top with short, narrow shoulder straps.",,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0524825011,Latte slacks (1),Garment Lower body,Trousers,H&M,,,0,"Trousers in a stretch weave with a fly with a hook-and-eye fastener, a regular waist, side pockets and tapered legs.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0524825013,Latte slacks (1),Garment Lower body,Trousers,H&M,,,0,"Trousers in a stretch weave with a fly with a hook-and-eye fastener, a regular waist, side pockets and tapered legs.",,White,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0524825014,Latte slacks (1),Garment Lower body,Trousers,H&M,,,0,"Trousers in a stretch weave with a fly with a hook-and-eye fastener, a regular waist, side pockets and tapered legs.",,Dark Blue,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0525518005,Boyfriend Short,Garment Lower body,Shorts,H&M,,,0,"5-pocket shorts in washed denim with hard-worn details in a looser fit with a regular waist, button fly and sewn-in turn-ups at the hems.",,Light Blue,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0529008003,Hazelnut Push Melbourne,Underwear,Bra,H&M,,,0,"Lace push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes.",,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0529008026,Hazelnut Push Melbourne,Underwear,Bra,H&M,,,0,"Lace push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes.",,Dark Red,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0529008045,Hazelnut Push Melbourne,Underwear,Bra,H&M,,,0,"Lace push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes.",,Red,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0529012025,Hazelnut Brazilian Acacia Low,Underwear,Underwear bottom,H&M,,,0,"Lace Brazilian briefs with a low waist, lined gusset, wide sides and half-string back.",,Dark Red,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0529012040,Hazelnut Brazilian Acacia Low,Underwear,Underwear bottom,H&M,,,0,"Lace Brazilian briefs with a low waist, lined gusset, wide sides and half-string back.",,Red,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0529953001,Peggy Trouser,Garment Lower body,Trousers,H&M,,,0,Treggings with a high waist and concealed elastication.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
HM0529953007,Peggy Trouser,Garment Lower body,Trousers,H&M,,,0,Treggings with a high waist and concealed elastication.,,Black,,,,,,,,,,,,hm_real_v1,2026-09-02,,0.5,0.4908,0.4963,"Scored moderately overall, with no single attribute standing out as a particular strength or weakness. (score is based on partial data — several attributes were unavailable)"
