review_id,product_id,user_id,rating,review_text,review_date,source
R00573,P0096,U0059,4,"Good quality for the price, would buy again.",2026-05-29,synthetic_v1
R00574,P0097,U0094,2,"Not worth the price, quality was disappointing.",2026-05-31,synthetic_v1
R00575,P0097,U0040,3,"It's okay, nothing special but does the job.",2026-06-09,synthetic_v1
R00576,P0098,U0025,4,Nice sustainable option that doesn't compromise on comfort.,2026-07-27,synthetic_v1
R00577,P0098,U0055,2,Fabric felt thinner than expected.,2026-04-28,synthetic_v1
R00578,P0099,U0093,4,Great fit and the fabric feels durable.,2025-12-05,synthetic_v1
R00579,P0099,U0078,2,Fabric felt thinner than expected.,2026-07-11,synthetic_v1
R00580,P0099,U0003,4,True to size and holds up well after multiple washes.,2026-07-06,synthetic_v1
R00581,P0099,U0017,1,Fabric felt thinner than expected.,2026-04-26,synthetic_v1
R00582,P0099,U0019,1,"Sizing ran small, had to return it.",2025-10-14,synthetic_v1
R00583,P0099,U0102,5,Great fit and the fabric feels durable.,2026-08-27,synthetic_v1
R00584,P0099,U0110,1,"Sizing ran small, had to return it.",2025-09-03,synthetic_v1
R00585,P0100,U0062,2,Started wearing out after a few weeks.,2025-11-16,synthetic_v1
R00586,P0101,U0043,2,"Sizing ran small, had to return it.",2025-12-29,synthetic_v1
R00587,P0101,U0008,2,Started wearing out after a few weeks.,2025-11-26,synthetic_v1
R00588,P0101,U0070,3,"Average quality, expected a bit more for the price.",2026-06-29,synthetic_v1
R00589,P0101,U0014,1,Fabric felt thinner than expected.,2025-11-26,synthetic_v1
R00590,P0101,U0066,3,"It's okay, nothing special but does the job.",2026-01-31,synthetic_v1
R00591,P0101,U0117,2,Fabric felt thinner than expected.,2026-05-09,synthetic_v1
R00592,P0101,U0055,1,Started wearing out after a few weeks.,2026-02-15,synthetic_v1
R00593,P0102,U0037,3,"Average quality, expected a bit more for the price.",2026-05-08,synthetic_v1
R00594,P0102,U0063,4,Great fit and the fabric feels durable.,2026-06-06,synthetic_v1
R00595,P0103,U0037,2,Fabric felt thinner than expected.,2026-03-02,synthetic_v1
R00596,P0104,U0016,5,"Loved the material, very comfortable for daily wear.",2026-02-28,synthetic_v1
R00597,P0105,U0023,1,Started wearing out after a few weeks.,2026-01-24,synthetic_v1
R00598,P0106,U0024,3,"Average quality, expected a bit more for the price.",2025-09-18,synthetic_v1
R00599,P0106,U0115,4,"Good quality for the price, would buy again.",2025-09-24,synthetic_v1
R00600,P0106,U0105,3,"Average quality, expected a bit more for the price.",2026-04-07,synthetic_v1
R00601,P0106,U0035,3,"It's okay, nothing special but does the job.",2025-12-19,synthetic_v1
R00602,P0106,U0104,3,"Decent product, delivery took a while.",2025-09-01,synthetic_v1
R00603,P0106,U0111,1,Fabric felt thinner than expected.,2026-06-16,synthetic_v1
R00604,P0106,U0019,2,"Sizing ran small, had to return it.",2026-02-13,synthetic_v1
R00605,P0106,U0105,4,True to size and holds up well after multiple washes.,2026-07-28,synthetic_v1
R00606,P0107,U0094,5,True to size and holds up well after multiple washes.,2026-04-11,synthetic_v1
R00607,P0108,U0017,1,"Sizing ran small, had to return it.",2026-05-30,synthetic_v1
R00608,P0108,U0041,4,"Loved the material, very comfortable for daily wear.",2025-12-21,synthetic_v1
R00609,P0109,U0078,4,True to size and holds up well after multiple washes.,2025-10-10,synthetic_v1
R00610,P0109,U0103,3,"It's okay, nothing special but does the job.",2025-10-01,synthetic_v1
R00611,P0109,U0054,2,"Not worth the price, quality was disappointing.",2025-11-23,synthetic_v1
R00612,P0109,U0069,4,Nice sustainable option that doesn't compromise on comfort.,2025-12-22,synthetic_v1
R00613,P0109,U0106,5,Nice sustainable option that doesn't compromise on comfort.,2026-05-06,synthetic_v1
R00614,P0109,U0075,4,Great fit and the fabric feels durable.,2026-01-28,synthetic_v1
R00615,P0110,U0090,5,"Good quality for the price, would buy again.",2026-07-18,synthetic_v1
R00616,P0110,U0001,2,"Sizing ran small, had to return it.",2026-05-19,synthetic_v1
R00617,P0110,U0072,1,"Sizing ran small, had to return it.",2026-01-01,synthetic_v1
R00618,P0110,U0008,2,Fabric felt thinner than expected.,2026-03-06,synthetic_v1
R00619,P0110,U0038,3,"It's okay, nothing special but does the job.",2026-01-08,synthetic_v1
R00620,P0110,U0032,2,"Not worth the price, quality was disappointing.",2026-05-16,synthetic_v1
R00621,P0110,U0096,2,Fabric felt thinner than expected.,2026-06-22,synthetic_v1
R00622,P0110,U0049,1,Started wearing out after a few weeks.,2026-08-18,synthetic_v1
R00623,P0111,U0007,4,"Loved the material, very comfortable for daily wear.",2025-09-06,synthetic_v1
R00624,P0111,U0062,1,Fabric felt thinner than expected.,2025-10-31,synthetic_v1
R00625,P0111,U0019,2,Fabric felt thinner than expected.,2026-02-25,synthetic_v1
R00626,P0111,U0032,2,Fabric felt thinner than expected.,2026-07-23,synthetic_v1
R00627,P0111,U0020,1,"Not worth the price, quality was disappointing.",2026-05-30,synthetic_v1
R00628,P0111,U0096,4,"Good quality for the price, would buy again.",2025-12-04,synthetic_v1
R00629,P0111,U0053,3,"Decent product, delivery took a while.",2026-03-12,synthetic_v1
R00630,P0111,U0037,4,Great fit and the fabric feels durable.,2026-07-06,synthetic_v1
R00631,P0111,U0113,2,Fabric felt thinner than expected.,2025-10-07,synthetic_v1
R00632,P0111,U0065,1,Started wearing out after a few weeks.,2026-06-10,synthetic_v1
R00633,P0111,U0107,1,"Not worth the price, quality was disappointing.",2026-01-27,synthetic_v1
R00634,P0112,U0092,4,Nice sustainable option that doesn't compromise on comfort.,2026-04-21,synthetic_v1
R00635,P0112,U0040,5,Nice sustainable option that doesn't compromise on comfort.,2025-09-02,synthetic_v1
R00636,P0112,U0120,2,"Not worth the price, quality was disappointing.",2026-06-12,synthetic_v1
R00637,P0112,U0067,3,"It's okay, nothing special but does the job.",2026-02-19,synthetic_v1
R00638,P0112,U0052,2,Started wearing out after a few weeks.,2025-10-19,synthetic_v1
R00639,P0112,U0051,1,Started wearing out after a few weeks.,2026-05-29,synthetic_v1
R00640,P0112,U0108,5,Nice sustainable option that doesn't compromise on comfort.,2026-07-23,synthetic_v1
R00641,P0112,U0041,4,True to size and holds up well after multiple washes.,2025-10-01,synthetic_v1
R00642,P0112,U0022,4,True to size and holds up well after multiple washes.,2026-08-04,synthetic_v1
R00643,P0112,U0055,3,"Average quality, expected a bit more for the price.",2026-05-24,synthetic_v1
R00644,P0113,U0010,1,Fabric felt thinner than expected.,2026-02-27,synthetic_v1
R00645,P0113,U0004,5,"Loved the material, very comfortable for daily wear.",2026-05-01,synthetic_v1
R00646,P0113,U0070,3,"It's okay, nothing special but does the job.",2026-07-08,synthetic_v1
R00647,P0113,U0077,1,Started wearing out after a few weeks.,2026-08-26,synthetic_v1
R00648,P0114,U0071,3,"It's okay, nothing special but does the job.",2026-05-20,synthetic_v1
R00649,P0114,U0035,1,Started wearing out after a few weeks.,2026-07-19,synthetic_v1
R00650,P0114,U0006,5,Nice sustainable option that doesn't compromise on comfort.,2025-11-16,synthetic_v1
R00651,P0114,U0007,4,Great fit and the fabric feels durable.,2026-03-23,synthetic_v1
R00652,P0114,U0002,1,"Sizing ran small, had to return it.",2026-03-02,synthetic_v1
R00653,P0114,U0065,3,"Decent product, delivery took a while.",2026-05-24,synthetic_v1
R00654,P0114,U0093,3,"Decent product, delivery took a while.",2026-03-02,synthetic_v1
R00655,P0114,U0043,2,Fabric felt thinner than expected.,2026-02-04,synthetic_v1
R00656,P0114,U0065,5,Great fit and the fabric feels durable.,2026-06-16,synthetic_v1
R00657,P0114,U0062,1,"Not worth the price, quality was disappointing.",2025-11-04,synthetic_v1
R00658,P0114,U0021,1,"Sizing ran small, had to return it.",2026-06-15,synthetic_v1
R00659,P0114,U0114,4,Great fit and the fabric feels durable.,2025-10-15,synthetic_v1
R00660,P0115,U0104,2,Started wearing out after a few weeks.,2025-09-17,synthetic_v1
R00661,P0116,U0065,2,Started wearing out after a few weeks.,2025-12-10,synthetic_v1
R00662,P0116,U0120,5,Nice sustainable option that doesn't compromise on comfort.,2026-03-10,synthetic_v1
R00663,P0116,U0044,4,"Good quality for the price, would buy again.",2026-04-05,synthetic_v1
R00664,P0116,U0110,3,"Average quality, expected a bit more for the price.",2026-01-23,synthetic_v1
R00665,P0116,U0031,1,"Not worth the price, quality was disappointing.",2026-05-17,synthetic_v1
R00666,P0116,U0010,5,Nice sustainable option that doesn't compromise on comfort.,2026-06-14,synthetic_v1
R00667,P0116,U0013,5,True to size and holds up well after multiple washes.,2026-08-24,synthetic_v1
R00668,P0116,U0071,2,"Sizing ran small, had to return it.",2026-07-18,synthetic_v1
R00669,P0116,U0059,4,Great fit and the fabric feels durable.,2026-03-24,synthetic_v1
R00670,P0116,U0021,2,"Sizing ran small, had to return it.",2026-07-28,synthetic_v1
R00671,P0117,U0046,5,"Loved the material, very comfortable for daily wear.",2026-07-17,synthetic_v1
R00672,P0117,U0091,1,Started wearing out after a few weeks.,2026-01-08,synthetic_v1
R00673,P0117,U0033,3,"Decent product, delivery took a while.",2026-01-17,synthetic_v1
R00674,P0117,U0073,2,Fabric felt thinner than expected.,2025-12-25,synthetic_v1
R00675,P0119,U0053,3,"Decent product, delivery took a while.",2025-10-18,synthetic_v1
R00676,P0119,U0047,2,"Not worth the price, quality was disappointing.",2025-12-12,synthetic_v1
R00677,P0119,U0048,5,"Loved the material, very comfortable for daily wear.",2026-07-20,synthetic_v1
R00678,P0119,U0058,4,Nice sustainable option that doesn't compromise on comfort.,2026-04-19,synthetic_v1
R00679,P0119,U0095,1,Fabric felt thinner than expected.,2026-04-28,synthetic_v1
R00680,P0120,U0020,5,Great fit and the fabric feels durable.,2026-07-09,synthetic_v1
R00681,P0120,U0021,3,"Decent product, delivery took a while.",2025-11-13,synthetic_v1
R00682,P0120,U0029,4,Great fit and the fabric feels durable.,2026-02-14,synthetic_v1
R00683,P0120,U0045,4,Great fit and the fabric feels durable.,2026-01-05,synthetic_v1
R00684,P0120,U0116,4,Nice sustainable option that doesn't compromise on comfort.,2026-01-05,synthetic_v1
R00685,P0120,U0024,1,Fabric felt thinner than expected.,2026-07-07,synthetic_v1
R00686,P0120,U0026,4,True to size and holds up well after multiple washes.,2026-02-07,synthetic_v1
R00687,P0120,U0041,3,"It's okay, nothing special but does the job.",2026-03-09,synthetic_v1
R00688,P0120,U0028,5,True to size and holds up well after multiple washes.,2025-09-06,synthetic_v1
R00689,P0120,U0036,4,Great fit and the fabric feels durable.,2026-01-11,synthetic_v1
R00690,P0120,U0061,1,Started wearing out after a few weeks.,2026-06-18,synthetic_v1
R00691,P0121,U0073,2,"Sizing ran small, had to return it.",2026-08-15,synthetic_v1
R00692,P0121,U0008,5,True to size and holds up well after multiple washes.,2026-02-27,synthetic_v1
R00693,P0121,U0028,4,True to size and holds up well after multiple washes.,2026-08-04,synthetic_v1
R00694,P0121,U0098,2,Fabric felt thinner than expected.,2025-09-15,synthetic_v1
R00695,P0121,U0033,4,"Loved the material, very comfortable for daily wear.",2025-10-10,synthetic_v1
R00696,P0121,U0019,2,Fabric felt thinner than expected.,2026-07-27,synthetic_v1
R00697,P0121,U0011,3,"Decent product, delivery took a while.",2026-04-01,synthetic_v1
R00698,P0121,U0068,4,True to size and holds up well after multiple washes.,2026-05-14,synthetic_v1
R00699,P0121,U0107,3,"It's okay, nothing special but does the job.",2026-08-04,synthetic_v1
R00700,P0121,U0044,1,"Not worth the price, quality was disappointing.",2026-04-01,synthetic_v1
R00701,P0122,U0054,2,"Sizing ran small, had to return it.",2025-12-28,synthetic_v1
R00702,P0122,U0089,4,Nice sustainable option that doesn't compromise on comfort.,2026-06-10,synthetic_v1
R00703,P0123,U0117,4,"Loved the material, very comfortable for daily wear.",2025-09-11,synthetic_v1
R00704,P0123,U0106,5,True to size and holds up well after multiple washes.,2026-08-26,synthetic_v1
R00705,P0123,U0026,5,Nice sustainable option that doesn't compromise on comfort.,2026-07-23,synthetic_v1
R00706,P0123,U0019,5,Nice sustainable option that doesn't compromise on comfort.,2026-03-19,synthetic_v1
R00707,P0123,U0020,3,"It's okay, nothing special but does the job.",2026-01-09,synthetic_v1
R00708,P0123,U0111,2,"Not worth the price, quality was disappointing.",2026-03-22,synthetic_v1
R00709,P0123,U0034,1,"Not worth the price, quality was disappointing.",2025-12-08,synthetic_v1
R00710,P0123,U0107,1,"Not worth the price, quality was disappointing.",2026-06-28,synthetic_v1
R00711,P0123,U0013,4,Nice sustainable option that doesn't compromise on comfort.,2026-08-13,synthetic_v1
R00712,P0123,U0054,2,Started wearing out after a few weeks.,2025-09-09,synthetic_v1
R00713,P0123,U0077,5,"Good quality for the price, would buy again.",2026-02-19,synthetic_v1
R00714,P0124,U0025,3,"It's okay, nothing special but does the job.",2025-09-18,synthetic_v1
R00715,P0124,U0048,5,Great fit and the fabric feels durable.,2026-02-26,synthetic_v1
R00716,P0124,U0115,1,"Sizing ran small, had to return it.",2026-03-27,synthetic_v1
R00717,P0125,U0084,1,"Not worth the price, quality was disappointing.",2026-01-10,synthetic_v1
R00718,P0125,U0046,4,True to size and holds up well after multiple washes.,2026-03-04,synthetic_v1
R00719,P0125,U0067,5,True to size and holds up well after multiple washes.,2026-03-13,synthetic_v1
R00720,P0125,U0059,1,Started wearing out after a few weeks.,2026-01-24,synthetic_v1
R00721,P0125,U0071,3,"It's okay, nothing special but does the job.",2025-10-31,synthetic_v1
R00722,P0125,U0049,2,"Not worth the price, quality was disappointing.",2026-04-08,synthetic_v1
R00723,P0125,U0090,4,"Loved the material, very comfortable for daily wear.",2025-10-18,synthetic_v1
R00724,P0125,U0104,1,Fabric felt thinner than expected.,2026-07-09,synthetic_v1
R00725,P0126,U0014,1,"Not worth the price, quality was disappointing.",2025-12-20,synthetic_v1
R00726,P0127,U0013,5,Nice sustainable option that doesn't compromise on comfort.,2025-10-11,synthetic_v1
R00727,P0127,U0075,4,Nice sustainable option that doesn't compromise on comfort.,2026-08-15,synthetic_v1
R00728,P0127,U0028,3,"Decent product, delivery took a while.",2026-05-09,synthetic_v1
R00729,P0127,U0049,4,Nice sustainable option that doesn't compromise on comfort.,2026-07-04,synthetic_v1
R00730,P0127,U0016,2,"Not worth the price, quality was disappointing.",2026-03-05,synthetic_v1
R00731,P0127,U0117,4,True to size and holds up well after multiple washes.,2025-10-05,synthetic_v1
R00732,P0127,U0048,4,Great fit and the fabric feels durable.,2026-05-09,synthetic_v1
R00733,P0127,U0035,5,"Loved the material, very comfortable for daily wear.",2025-09-28,synthetic_v1
R00734,P0127,U0108,3,"Decent product, delivery took a while.",2026-01-31,synthetic_v1
R00735,P0127,U0116,2,Fabric felt thinner than expected.,2026-01-31,synthetic_v1
R00736,P0127,U0004,1,Fabric felt thinner than expected.,2026-06-14,synthetic_v1
R00737,P0128,U0105,3,"Average quality, expected a bit more for the price.",2025-10-28,synthetic_v1
R00738,P0128,U0022,3,"Decent product, delivery took a while.",2025-11-12,synthetic_v1
R00739,P0128,U0072,4,"Good quality for the price, would buy again.",2026-02-12,synthetic_v1
R00740,P0128,U0107,2,"Not worth the price, quality was disappointing.",2026-08-05,synthetic_v1
R00741,P0128,U0017,5,True to size and holds up well after multiple washes.,2025-10-10,synthetic_v1
R00742,P0128,U0052,4,"Good quality for the price, would buy again.",2026-03-22,synthetic_v1
R00743,P0128,U0056,5,"Good quality for the price, would buy again.",2026-05-05,synthetic_v1
R00744,P0128,U0065,1,Started wearing out after a few weeks.,2026-07-02,synthetic_v1
R00745,P0128,U0108,5,True to size and holds up well after multiple washes.,2025-10-14,synthetic_v1
R00746,P0128,U0021,3,"Average quality, expected a bit more for the price.",2026-03-19,synthetic_v1
R00747,P0128,U0012,2,Fabric felt thinner than expected.,2026-08-18,synthetic_v1
R00748,P0128,U0081,4,Great fit and the fabric feels durable.,2025-11-01,synthetic_v1
R00749,P0129,U0074,1,Fabric felt thinner than expected.,2026-02-17,synthetic_v1
R00750,P0129,U0059,1,Started wearing out after a few weeks.,2025-10-11,synthetic_v1
R00751,P0130,U0031,3,"It's okay, nothing special but does the job.",2025-10-01,synthetic_v1
R00752,P0130,U0025,2,"Sizing ran small, had to return it.",2025-11-30,synthetic_v1
R00753,P0130,U0099,2,"Not worth the price, quality was disappointing.",2026-04-20,synthetic_v1
R00754,P0130,U0011,1,"Sizing ran small, had to return it.",2026-06-19,synthetic_v1
R00755,P0130,U0015,1,Fabric felt thinner than expected.,2026-01-08,synthetic_v1
R00756,P0130,U0014,5,Great fit and the fabric feels durable.,2026-06-20,synthetic_v1
R00757,P0130,U0115,3,"Decent product, delivery took a while.",2026-05-31,synthetic_v1
R00758,P0130,U0064,1,Fabric felt thinner than expected.,2026-02-27,synthetic_v1
R00759,P0130,U0013,2,"Not worth the price, quality was disappointing.",2025-12-23,synthetic_v1
R00760,P0130,U0010,1,"Not worth the price, quality was disappointing.",2025-12-25,synthetic_v1
R00761,P0131,U0088,1,Started wearing out after a few weeks.,2026-01-29,synthetic_v1
R00762,P0131,U0082,4,"Loved the material, very comfortable for daily wear.",2026-01-13,synthetic_v1
R00763,P0131,U0039,2,Started wearing out after a few weeks.,2026-08-26,synthetic_v1
R00764,P0131,U0016,2,Fabric felt thinner than expected.,2026-03-09,synthetic_v1
R00765,P0131,U0079,3,"Decent product, delivery took a while.",2025-10-28,synthetic_v1
R00766,P0131,U0021,5,Great fit and the fabric feels durable.,2025-12-07,synthetic_v1
R00767,P0131,U0025,3,"It's okay, nothing special but does the job.",2025-10-25,synthetic_v1
R00768,P0131,U0067,1,Fabric felt thinner than expected.,2025-12-12,synthetic_v1
R00769,P0131,U0111,2,Started wearing out after a few weeks.,2026-02-26,synthetic_v1
R00770,P0131,U0004,1,Started wearing out after a few weeks.,2026-03-17,synthetic_v1
R00771,P0132,U0094,2,Fabric felt thinner than expected.,2025-09-11,synthetic_v1
R00772,P0132,U0036,2,"Sizing ran small, had to return it.",2025-12-28,synthetic_v1
R00773,P0133,U0091,1,"Sizing ran small, had to return it.",2025-11-22,synthetic_v1
R00774,P0133,U0096,3,"Decent product, delivery took a while.",2025-12-21,synthetic_v1
R00775,P0133,U0052,4,Nice sustainable option that doesn't compromise on comfort.,2026-05-25,synthetic_v1
R00776,P0134,U0088,2,Started wearing out after a few weeks.,2026-04-10,synthetic_v1
R00777,P0134,U0075,4,Great fit and the fabric feels durable.,2025-11-04,synthetic_v1
R00778,P0134,U0102,3,"It's okay, nothing special but does the job.",2026-05-18,synthetic_v1
R00779,P0134,U0114,4,True to size and holds up well after multiple washes.,2026-01-15,synthetic_v1
R00780,P0135,U0105,5,"Loved the material, very comfortable for daily wear.",2026-03-21,synthetic_v1
R00781,P0135,U0078,5,Great fit and the fabric feels durable.,2026-02-16,synthetic_v1
R00782,P0135,U0073,4,"Good quality for the price, would buy again.",2026-03-04,synthetic_v1
R00783,P0135,U0105,3,"Average quality, expected a bit more for the price.",2026-07-30,synthetic_v1
R00784,P0135,U0114,4,"Good quality for the price, would buy again.",2026-08-14,synthetic_v1
R00785,P0135,U0076,5,"Loved the material, very comfortable for daily wear.",2026-02-03,synthetic_v1
R00786,P0136,U0046,5,Nice sustainable option that doesn't compromise on comfort.,2026-02-09,synthetic_v1
R00787,P0136,U0024,1,Fabric felt thinner than expected.,2026-03-19,synthetic_v1
R00788,P0136,U0046,4,"Good quality for the price, would buy again.",2026-04-28,synthetic_v1
R00789,P0136,U0085,1,Started wearing out after a few weeks.,2026-02-22,synthetic_v1
R00790,P0137,U0016,2,"Sizing ran small, had to return it.",2026-08-27,synthetic_v1
R00791,P0137,U0002,3,"Average quality, expected a bit more for the price.",2026-03-16,synthetic_v1
R00792,P0137,U0073,2,"Not worth the price, quality was disappointing.",2026-03-20,synthetic_v1
R00793,P0137,U0050,2,Fabric felt thinner than expected.,2026-04-08,synthetic_v1
R00794,P0137,U0068,5,"Good quality for the price, would buy again.",2026-05-12,synthetic_v1
R00795,P0138,U0092,5,"Loved the material, very comfortable for daily wear.",2025-10-24,synthetic_v1
R00796,P0139,U0088,1,"Not worth the price, quality was disappointing.",2026-01-21,synthetic_v1
R00797,P0139,U0026,3,"Decent product, delivery took a while.",2026-05-23,synthetic_v1
R00798,P0139,U0064,1,"Not worth the price, quality was disappointing.",2026-08-08,synthetic_v1
R00799,P0139,U0016,3,"Decent product, delivery took a while.",2026-06-29,synthetic_v1
R00800,P0139,U0077,4,"Good quality for the price, would buy again.",2026-03-17,synthetic_v1
R00801,P0139,U0031,5,True to size and holds up well after multiple washes.,2025-11-09,synthetic_v1
R00802,P0139,U0003,1,"Sizing ran small, had to return it.",2025-10-06,synthetic_v1
R00803,P0139,U0117,5,Great fit and the fabric feels durable.,2026-01-07,synthetic_v1
R00804,P0139,U0108,3,"It's okay, nothing special but does the job.",2026-02-06,synthetic_v1
R00805,P0139,U0044,1,Fabric felt thinner than expected.,2025-10-05,synthetic_v1
R00806,P0139,U0061,1,Fabric felt thinner than expected.,2026-07-14,synthetic_v1
R00807,P0139,U0036,4,"Loved the material, very comfortable for daily wear.",2026-03-22,synthetic_v1
R00808,P0140,U0011,3,"Decent product, delivery took a while.",2025-11-20,synthetic_v1
R00809,P0140,U0079,3,"Decent product, delivery took a while.",2026-08-07,synthetic_v1
R00810,P0140,U0090,4,"Loved the material, very comfortable for daily wear.",2026-01-11,synthetic_v1
R00811,P0140,U0108,4,Great fit and the fabric feels durable.,2026-02-21,synthetic_v1
R00812,P0140,U0004,5,Great fit and the fabric feels durable.,2026-05-09,synthetic_v1
R00813,P0140,U0018,1,Fabric felt thinner than expected.,2026-07-09,synthetic_v1
R00814,P0140,U0093,3,"Average quality, expected a bit more for the price.",2026-01-20,synthetic_v1
R00815,P0140,U0012,2,Started wearing out after a few weeks.,2026-05-26,synthetic_v1
R00816,P0140,U0001,3,"Average quality, expected a bit more for the price.",2025-09-13,synthetic_v1
R00817,P0140,U0114,1,"Sizing ran small, had to return it.",2026-08-09,synthetic_v1
R00818,P0140,U0039,1,Fabric felt thinner than expected.,2026-07-24,synthetic_v1
R00819,P0140,U0089,3,"Decent product, delivery took a while.",2025-10-22,synthetic_v1
R00820,P0141,U0090,4,"Loved the material, very comfortable for daily wear.",2026-06-05,synthetic_v1
R00821,P0141,U0016,2,"Not worth the price, quality was disappointing.",2026-06-28,synthetic_v1
R00822,P0141,U0097,3,"It's okay, nothing special but does the job.",2025-11-05,synthetic_v1
R00823,P0141,U0086,4,True to size and holds up well after multiple washes.,2026-06-30,synthetic_v1
R00824,P0141,U0031,5,Nice sustainable option that doesn't compromise on comfort.,2025-11-09,synthetic_v1
R00825,P0141,U0036,4,True to size and holds up well after multiple washes.,2026-03-20,synthetic_v1
R00826,P0141,U0012,4,"Good quality for the price, would buy again.",2026-04-18,synthetic_v1
R00827,P0141,U0011,3,"Average quality, expected a bit more for the price.",2026-03-04,synthetic_v1
R00828,P0141,U0085,5,"Good quality for the price, would buy again.",2025-10-04,synthetic_v1
R00829,P0141,U0010,2,Fabric felt thinner than expected.,2025-12-21,synthetic_v1
R00830,P0141,U0002,1,Started wearing out after a few weeks.,2025-09-22,synthetic_v1
R00831,P0141,U0105,2,"Not worth the price, quality was disappointing.",2026-02-15,synthetic_v1
R00832,P0142,U0044,4,Great fit and the fabric feels durable.,2026-05-17,synthetic_v1
R00833,P0142,U0066,5,Nice sustainable option that doesn't compromise on comfort.,2026-03-24,synthetic_v1
R00834,P0142,U0059,3,"Average quality, expected a bit more for the price.",2025-09-30,synthetic_v1
R00835,P0143,U0118,5,Great fit and the fabric feels durable.,2026-06-26,synthetic_v1
R00836,P0143,U0050,2,"Sizing ran small, had to return it.",2026-01-12,synthetic_v1
R00837,P0144,U0100,5,"Good quality for the price, would buy again.",2026-02-08,synthetic_v1
R00838,P0144,U0036,2,Fabric felt thinner than expected.,2026-01-27,synthetic_v1
R00839,P0144,U0112,2,"Sizing ran small, had to return it.",2025-11-09,synthetic_v1
R00840,P0144,U0060,1,Started wearing out after a few weeks.,2026-07-08,synthetic_v1
R00841,P0144,U0003,1,Started wearing out after a few weeks.,2026-01-08,synthetic_v1
R00842,P0144,U0004,2,"Sizing ran small, had to return it.",2025-12-31,synthetic_v1
R00843,P0144,U0046,5,True to size and holds up well after multiple washes.,2026-04-18,synthetic_v1
R00844,P0144,U0046,1,Fabric felt thinner than expected.,2026-01-23,synthetic_v1
R00845,P0144,U0051,2,Started wearing out after a few weeks.,2025-12-17,synthetic_v1
R00846,P0145,U0007,5,"Loved the material, very comfortable for daily wear.",2026-01-18,synthetic_v1
R00847,P0145,U0013,3,"Decent product, delivery took a while.",2026-08-06,synthetic_v1
R00848,P0145,U0025,4,True to size and holds up well after multiple washes.,2026-04-03,synthetic_v1
R00849,P0145,U0023,2,"Not worth the price, quality was disappointing.",2025-10-31,synthetic_v1
R00850,P0145,U0078,3,"Average quality, expected a bit more for the price.",2025-12-22,synthetic_v1
R00851,P0145,U0014,5,True to size and holds up well after multiple washes.,2025-09-17,synthetic_v1
R00852,P0147,U0029,2,Fabric felt thinner than expected.,2026-07-04,synthetic_v1
R00853,P0147,U0074,1,Fabric felt thinner than expected.,2026-04-17,synthetic_v1
R00854,P0147,U0069,2,Fabric felt thinner than expected.,2026-07-11,synthetic_v1
R00855,P0147,U0113,3,"It's okay, nothing special but does the job.",2025-10-18,synthetic_v1
R00856,P0147,U0051,4,True to size and holds up well after multiple washes.,2026-07-11,synthetic_v1
R00857,P0147,U0064,2,"Sizing ran small, had to return it.",2026-05-18,synthetic_v1
R00858,P0147,U0045,2,Started wearing out after a few weeks.,2025-10-09,synthetic_v1
R00859,P0147,U0077,3,"Average quality, expected a bit more for the price.",2026-04-06,synthetic_v1
R00860,P0147,U0024,1,Fabric felt thinner than expected.,2025-12-17,synthetic_v1
R00861,P0147,U0095,5,True to size and holds up well after multiple washes.,2026-03-28,synthetic_v1
R00862,P0148,U0041,2,Started wearing out after a few weeks.,2025-09-17,synthetic_v1
R00863,P0148,U0024,1,Started wearing out after a few weeks.,2026-03-14,synthetic_v1
R00864,P0148,U0002,4,"Good quality for the price, would buy again.",2025-09-24,synthetic_v1
R00865,P0148,U0043,4,True to size and holds up well after multiple washes.,2026-08-21,synthetic_v1
R00866,P0148,U0113,2,"Sizing ran small, had to return it.",2026-07-23,synthetic_v1
R00867,P0148,U0077,2,Fabric felt thinner than expected.,2026-03-04,synthetic_v1
R00868,P0148,U0001,4,Nice sustainable option that doesn't compromise on comfort.,2025-12-24,synthetic_v1
R00869,P0148,U0015,2,"Not worth the price, quality was disappointing.",2026-08-08,synthetic_v1
R00870,P0148,U0107,1,"Sizing ran small, had to return it.",2026-05-07,synthetic_v1
R00871,P0148,U0022,5,Nice sustainable option that doesn't compromise on comfort.,2026-06-17,synthetic_v1
R00872,P0148,U0039,1,Fabric felt thinner than expected.,2026-03-13,synthetic_v1
R00873,P0149,U0070,4,"Loved the material, very comfortable for daily wear.",2026-04-22,synthetic_v1
R00874,P0149,U0047,4,"Loved the material, very comfortable for daily wear.",2026-01-09,synthetic_v1
R00875,P0149,U0039,1,"Sizing ran small, had to return it.",2025-09-02,synthetic_v1
R00876,P0149,U0100,3,"Average quality, expected a bit more for the price.",2025-09-26,synthetic_v1
R00877,P0149,U0015,5,True to size and holds up well after multiple washes.,2026-04-15,synthetic_v1
R00878,P0149,U0019,5,Great fit and the fabric feels durable.,2026-02-02,synthetic_v1
R00879,P0149,U0046,2,Started wearing out after a few weeks.,2025-12-20,synthetic_v1
R00880,P0151,U0047,5,True to size and holds up well after multiple washes.,2026-05-18,synthetic_v1
R00881,P0151,U0118,1,Started wearing out after a few weeks.,2026-02-19,synthetic_v1
R00882,P0151,U0113,1,"Sizing ran small, had to return it.",2025-10-15,synthetic_v1
R00883,P0152,U0113,5,True to size and holds up well after multiple washes.,2025-12-05,synthetic_v1
